#Selection name: Selection 1
#Area (µm^2): 693778.57
Cell ID,Cluster,Transcripts,Area (µm^2)
egbgejdo-1,Cluster 10,143,75.23
egakhcmd-1,Cluster 3,67,36.16
egaeijff-1,Cluster 10,125,72.02
efgodjbl-1,Cluster 6,113,51.34
efhelbga-1,Cluster 8,82,45.28
efhabadg-1,Cluster 1,79,38.25
efhdbfch-1,Cluster 3,33,20.63
efheinae-1,Cluster 1,91,38.99
efhedmga-1,Cluster 6,166,86.25
efhehjmc-1,Cluster 1,55,23.37
efhcgjkh-1,Cluster 10,68,45.22
efgppmeh-1,Cluster 1,125,56.71
efhfhbnd-1,Cluster 15,206,124.84
efgooelh-1,Cluster 10,117,58.65
efhboion-1,Cluster 14,149,52.69
efnaiedj-1,Cluster 12,154,59.49
efnfclfl-1,Cluster 1,72,35.18
efnlojla-1,Cluster 2,42,19.26
efmnndjf-1,Cluster 3,73,44.24
efncjkca-1,Cluster 2,78,69.07
efnhfjcc-1,Cluster 2,74,33.07
efnhklmk-1,Cluster 1,80,59.09
efgpgbkl-1,Cluster 1,90,61.38
efheakce-1,Cluster 2,155,54.90
efgdofje-1,Cluster 1,85,53.46
efgcjbdg-1,Cluster 6,86,26.22
efgfggbe-1,Cluster 10,74,39.53
efgdpneh-1,Cluster 6,145,60.82
efgkgpba-1,Cluster 3,85,31.19
efgligfc-1,Cluster 10,119,54.19
efgghdda-1,Cluster 3,115,51.55
efgchllh-1,Cluster 2,38,28.35
efgjckpi-1,Cluster 6,143,58.98
efgnclbe-1,Cluster 10,137,59.04
efgmomab-1,Cluster 3,129,58.41
efmhohgk-1,Cluster 1,68,50.57
efgnlkna-1,Cluster 6,66,46.20
efmnlkeb-1,Cluster 1,89,69.07
efmkmlkg-1,Cluster 6,61,31.47
efmihgoi-1,Cluster 8,83,42.76
efgcdjib-1,Cluster 1,34,18.66
efgifnig-1,Cluster 1,67,45.41
efmlkmcg-1,Cluster 1,31,23.14
efgdhoob-1,Cluster 1,30,25.01
eplaaiip-1,Cluster 1,62,26.46
epmkncbb-1,Cluster 6,105,54.18
eploljga-1,Cluster 1,74,42.12
epmljnlh-1,Cluster 2,63,25.15
eencolgn-1,Cluster 6,66,43.62
eemppocl-1,Cluster 1,93,47.20
eenclhll-1,Cluster 1,52,42.49
eemmlecd-1,Cluster 2,80,44.60
eemlopep-1,Cluster 2,51,41.96
eemonhmo-1,Cluster 12,121,52.07
eemliedo-1,Cluster 2,89,31.29
eenafapc-1,Cluster 2,92,32.64
eemlkccf-1,Cluster 1,71,43.78
eenecoec-1,Cluster 1,91,54.30
epmmjgjb-1,Cluster 3,81,39.36
epmdhcmf-1,Cluster 1,102,46.53
eplpodke-1,Cluster 1,32,23.53
epmpfpie-1,Cluster 3,102,54.99
epmnlljo-1,Cluster 12,92,36.49
epmbojel-1,Cluster 1,74,55.62
epmhecgh-1,Cluster 1,76,51.45
epmidifm-1,Cluster 8,60,30.08
epfddjfc-1,Cluster 3,55,25.40
epminmjm-1,Cluster 2,29,15.99
efnocdij-1,Cluster 2,31,19.86
efodoona-1,Cluster 1,64,45.17
efnncgjg-1,Cluster 1,24,14.36
efnjncif-1,Cluster 1,87,42.62
efocoeno-1,Cluster 1,111,61.67
efofdikp-1,Cluster 6,79,54.52
eencokjn-1,Cluster 3,94,51.41
efnmhnjf-1,Cluster 8,71,33.61
efofdmhk-1,Cluster 1,48,40.69
eemmpimg-1,Cluster 1,84,58.05
eenalnpj-1,Cluster 2,112,60.04
eplcphlc-1,Cluster 1,42,23.62
epljiljc-1,Cluster 8,82,54.67
eplijkdb-1,Cluster 1,57,28.41
eplggelh-1,Cluster 1,41,19.13
eplcfjlo-1,Cluster 8,52,39.62
eplhdohb-1,Cluster 2,75,44.16
eplbopae-1,Cluster 8,58,31.49
epllfhge-1,Cluster 1,64,38.07
eplidnfj-1,Cluster 2,29,14.38
epmbcpfb-1,Cluster 8,69,26.20
epmkhoch-1,Cluster 12,289,109.57
epmhhhjb-1,Cluster 2,86,52.83
epfgjahk-1,Cluster 12,89,39.91
epmndjla-1,Cluster 8,143,72.55
epmelccb-1,Cluster 8,101,56.93
epmiebkb-1,Cluster 6,75,43.31
epfaifof-1,Cluster 6,147,79.63
epfdodae-1,Cluster 1,62,46.03
epmhfgcm-1,Cluster 2,105,47.83
epmimojb-1,Cluster 1,20,8.61
epmomahj-1,Cluster 1,55,27.32
fagodmhf-1,Cluster 8,64,33.22
fanpnhnk-1,Cluster 8,43,26.24
faodofil-1,Cluster 1,60,29.09
faofgjid-1,Cluster 1,76,41.11
fanmdefa-1,Cluster 3,97,37.41
faoegdcf-1,Cluster 6,58,21.07
faofelnf-1,Cluster 2,55,32.74
epmgnnlc-1,Cluster 2,95,38.39
epfcppfb-1,Cluster 24,91,39.65
epljnndg-1,Cluster 8,114,47.42
eplcfkdc-1,Cluster 8,60,33.16
eplioikc-1,Cluster 2,97,47.60
eplbpfff-1,Cluster 8,72,41.38
eplapbpo-1,Cluster 2,83,48.30
eplhnebp-1,Cluster 8,142,76.97
eplghfne-1,Cluster 8,60,39.74
eplmpegh-1,Cluster 1,95,48.26
eplgcign-1,Cluster 1,75,51.18
eplpkmkj-1,Cluster 2,136,52.64
epmalkne-1,Cluster 1,91,54.85
fafkcdko-1,Cluster 1,48,47.30
faggobdh-1,Cluster 8,108,58.12
fagbegkm-1,Cluster 1,34,20.94
fafnogap-1,Cluster 6,64,34.51
fafjpilj-1,Cluster 3,125,73.54
faggjcbi-1,Cluster 8,69,51.53
fafmoeli-1,Cluster 1,55,39.06
fafmojni-1,Cluster 1,29,19.12
epldgbia-1,Cluster 24,99,53.03
epoagcea-1,Cluster 2,59,31.09
efmochln-1,Cluster 8,71,39.22
epojboip-1,Cluster 2,49,17.76
efngedpi-1,Cluster 2,103,52.01
efncbkaa-1,Cluster 1,90,49.68
efmomjhi-1,Cluster 2,55,43.61
efmogldm-1,Cluster 1,50,42.04
efnidmnj-1,Cluster 8,63,44.40
efnelkke-1,Cluster 1,10,13.79
efnamlik-1,Cluster 2,67,42.65
efndpjhp-1,Cluster 2,76,69.46
efndlcgj-1,Cluster 1,57,42.96
efnbhiof-1,Cluster 2,86,50.05
epkjlblj-1,Cluster 1,56,33.46
epoignci-1,Cluster 8,110,85.33
epkifofb-1,Cluster 8,108,58.74
epogbhih-1,Cluster 15,131,57.46
epkodeob-1,Cluster 1,67,50.30
epkhdicj-1,Cluster 2,51,41.52
epkjfded-1,Cluster 8,82,52.57
epogmhhd-1,Cluster 1,27,24.99
epkhcdgg-1,Cluster 12,252,84.01
epoihibj-1,Cluster 1,92,60.23
epnlfhga-1,Cluster 2,84,38.07
epocaemb-1,Cluster 8,114,65.60
efmgekna-1,Cluster 8,117,55.15
efmildlb-1,Cluster 1,70,57.22
efmmkchh-1,Cluster 8,92,61.84
efmjccmo-1,Cluster 1,14,16.18
efmmohbg-1,Cluster 1,99,74.69
efmjadfj-1,Cluster 1,83,35.65
efmkjnhj-1,Cluster 1,45,34.85
efmniigo-1,Cluster 1,69,50.47
efmnnaon-1,Cluster 2,59,40.89
epnlbkef-1,Cluster 8,59,43.07
epnkcigp-1,Cluster 15,25,19.94
epnkmgfo-1,Cluster 8,69,51.67
epocokme-1,Cluster 1,42,34.09
epoejiop-1,Cluster 8,85,44.56
epoepefl-1,Cluster 8,92,49.57
epnmbklh-1,Cluster 2,124,56.98
epnnjkdb-1,Cluster 8,63,53.70
epnjnofh-1,Cluster 8,54,30.46
epofemeh-1,Cluster 8,78,46.74
epofmlkc-1,Cluster 8,101,40.96
epkmhjpe-1,Cluster 24,98,59.34
epkhgnck-1,Cluster 8,60,29.99
epkjcjmp-1,Cluster 8,61,39.41
eponhlci-1,Cluster 8,42,21.36
epkocadk-1,Cluster 8,102,46.57
epojeacm-1,Cluster 8,117,44.93
epkmgdig-1,Cluster 3,128,44.96
epokklpd-1,Cluster 1,31,15.24
epklncjd-1,Cluster 8,56,25.76
epkicdhg-1,Cluster 8,33,24.94
fafbmfdk-1,Cluster 1,64,30.99
faepdcmc-1,Cluster 1,76,51.31
faepniln-1,Cluster 8,107,61.91
fafenkkl-1,Cluster 1,82,41.27
faffegob-1,Cluster 8,72,43.93
faemchmi-1,Cluster 1,74,52.98
fafclice-1,Cluster 24,111,59.59
faemhkkj-1,Cluster 8,26,15.55
faeojikh-1,Cluster 24,30,18.24
faeidghp-1,Cluster 1,57,35.96
faekgkgb-1,Cluster 1,42,29.15
faeljpea-1,Cluster 1,41,19.73
epnjmlki-1,Cluster 15,135,56.50
epnocjib-1,Cluster 1,86,50.84
epnkkfla-1,Cluster 13,245,111.50
epoefnmh-1,Cluster 1,48,27.86
epnmpgip-1,Cluster 17,59,30.19
epofahng-1,Cluster 15,61,30.42
epofdjhj-1,Cluster 1,37,19.04
epnlobjn-1,Cluster 17,93,69.53
faehknon-1,Cluster 1,43,31.03
faelaijb-1,Cluster 8,39,21.20
faeipemp-1,Cluster 1,42,26.11
faehcolc-1,Cluster 1,41,25.73
faeicpnj-1,Cluster 1,63,32.88
fankdoep-1,Cluster 1,27,16.02
faehpomb-1,Cluster 1,38,16.11
faelddfp-1,Cluster 24,76,47.28
fankchmg-1,Cluster 2,31,17.07
ejgmecbo-1,Cluster 19,54,22.65
eibgkllp-1,Cluster 8,139,64.53
egkcfpje-1,Cluster 1,41,31.77
egjicecn-1,Cluster 2,53,19.51
ehaoblae-1,Cluster 1,137,82.40
egomipgj-1,Cluster 14,103,55.04
efidifie-1,Cluster 14,93,43.47
egpcidna-1,Cluster 14,60,26.99
efiecaph-1,Cluster 14,173,75.94
eficbipj-1,Cluster 14,110,50.94
egopndgh-1,Cluster 4,127,66.67
efiecmpj-1,Cluster 14,129,48.35
egpebhai-1,Cluster 10,84,46.78
egpdcbgg-1,Cluster 14,120,57.03
egpanibl-1,Cluster 14,118,55.32
egoopbfg-1,Cluster 10,180,77.49
efickkpk-1,Cluster 14,178,93.19
ehcajmii-1,Cluster 14,84,26.21
efigpoia-1,Cluster 14,124,58.63
ehbfidho-1,Cluster 14,125,57.27
ehbpmhhj-1,Cluster 1,89,98.51
ehbjpjkb-1,Cluster 14,152,61.46
ehblcbid-1,Cluster 4,123,58.32
eficjapk-1,Cluster 14,145,60.29
egpafefm-1,Cluster 4,126,48.82
efienejo-1,Cluster 14,95,39.37
egpafgcb-1,Cluster 4,102,46.17
egolhaha-1,Cluster 14,128,59.39
egoafnmm-1,Cluster 14,42,18.61
egnojeac-1,Cluster 15,145,51.11
egofpkhg-1,Cluster 14,122,62.95
egocfkdk-1,Cluster 14,202,96.73
egojdfia-1,Cluster 14,97,63.04
egolblhh-1,Cluster 4,107,64.08
egoipfbl-1,Cluster 14,104,53.38
egnpphmj-1,Cluster 14,141,63.82
egpkhhdc-1,Cluster 14,101,45.23
egoblnij-1,Cluster 10,151,56.43
ehbdiljd-1,Cluster 8,129,86.30
ehbelgcb-1,Cluster 14,152,111.17
ehbipmel-1,Cluster 8,81,37.43
ehbpcedl-1,Cluster 14,235,110.60
egnokanl-1,Cluster 8,132,91.90
egonggaf-1,Cluster 14,43,22.91
egoladok-1,Cluster 14,188,103.03
egoidjif-1,Cluster 14,126,54.26
egobpkkn-1,Cluster 14,131,69.40
egkcjjhn-1,Cluster 1,105,54.30
egkimcgf-1,Cluster 1,27,13.30
egklenhj-1,Cluster 2,103,45.87
ehcaclhm-1,Cluster 1,112,41.32
egkmmnkc-1,Cluster 1,39,24.21
eglbomab-1,Cluster 1,89,50.66
egkjmdbn-1,Cluster 2,54,34.13
edopbpoe-1,Cluster 2,44,13.58
ehaghgkk-1,Cluster 1,26,24.62
egkhllba-1,Cluster 1,63,38.27
ehajhcoa-1,Cluster 3,68,58.77
edpbpoak-1,Cluster 1,79,32.98
eglbdabi-1,Cluster 1,37,27.12
edkljgdf-1,Cluster 14,151,95.42
egkhknfn-1,Cluster 8,60,33.70
ednljmco-1,Cluster 14,126,72.18
egkimcad-1,Cluster 1,63,62.53
egkcmnhm-1,Cluster 2,155,69.41
egkmhcpp-1,Cluster 1,49,35.71
egklplfe-1,Cluster 1,42,24.58
eglbfbmb-1,Cluster 1,33,20.16
edoalonj-1,Cluster 1,45,19.36
egjhbaok-1,Cluster 1,90,60.94
egjpdokf-1,Cluster 8,81,45.10
egjiglfp-1,Cluster 8,72,53.44
egkbcmll-1,Cluster 8,282,138.51
ehakkjfk-1,Cluster 1,101,47.49
ehafeakh-1,Cluster 1,40,22.47
egjpadhg-1,Cluster 8,101,43.03
ehahlheg-1,Cluster 1,41,19.14
ehapkbfg-1,Cluster 1,42,26.82
ehajlnof-1,Cluster 1,26,22.00
ehbpejpp-1,Cluster 1,154,98.73
egjehnma-1,Cluster 13,161,56.34
egkbehoc-1,Cluster 23,117,81.32
egkcdmaj-1,Cluster 8,85,58.13
egjehegi-1,Cluster 13,144,56.18
egjpiieb-1,Cluster 8,92,61.22
egjilmbe-1,Cluster 17,131,71.96
egkcabkl-1,Cluster 8,48,30.13
egjndeia-1,Cluster 8,59,25.69
egjppgih-1,Cluster 8,80,47.66
ehbbjinp-1,Cluster 1,37,21.33
ehbecjmb-1,Cluster 8,80,55.58
egnlhpon-1,Cluster 2,56,50.12
egnoapda-1,Cluster 15,69,23.84
egnlpdmo-1,Cluster 1,61,37.58
egnnhoic-1,Cluster 14,90,42.82
egniihcl-1,Cluster 15,167,75.85
egnnhila-1,Cluster 14,51,23.12
egnlfnjc-1,Cluster 14,81,39.07
egngnfgj-1,Cluster 8,100,54.07
egnghmhf-1,Cluster 8,94,66.63
egnmepcd-1,Cluster 14,207,87.80
egnmdehe-1,Cluster 10,74,33.45
ehbbkdik-1,Cluster 1,83,48.72
ehbeipnn-1,Cluster 3,97,45.69
ehbfidee-1,Cluster 1,60,36.29
ehbogmba-1,Cluster 8,204,81.07
egnoffko-1,Cluster 8,117,88.56
egnniebn-1,Cluster 8,169,75.44
egnjdpol-1,Cluster 2,93,61.05
egngiffg-1,Cluster 8,72,49.65
ehbobbhk-1,Cluster 8,105,63.90
egngdjii-1,Cluster 6,65,57.99
egnaedej-1,Cluster 8,95,83.65
egnciblc-1,Cluster 1,71,65.75
egmogllf-1,Cluster 2,56,63.13
egnafmjb-1,Cluster 2,61,43.38
egnbdopl-1,Cluster 2,217,95.16
egndabfp-1,Cluster 1,46,40.68
egnajdji-1,Cluster 8,93,64.43
egndognb-1,Cluster 1,101,60.46
egmopbfk-1,Cluster 6,135,108.07
egnfinlh-1,Cluster 14,105,63.51
ehaanklk-1,Cluster 2,69,51.91
ehbljjap-1,Cluster 6,72,35.64
ehbcpcko-1,Cluster 23,113,69.06
ehbknaop-1,Cluster 23,117,92.45
ehbelmdf-1,Cluster 23,70,38.17
egnemlgf-1,Cluster 8,91,74.57
egmndepo-1,Cluster 13,194,83.30
egmpjfpc-1,Cluster 13,57,48.94
egncdloc-1,Cluster 8,36,26.91
egncnoie-1,Cluster 1,25,15.53
ehakbfna-1,Cluster 8,32,23.05
egjajpil-1,Cluster 13,118,60.83
ehpgoopo-1,Cluster 2,22,16.35
ehpddplj-1,Cluster 8,57,47.00
ehagendj-1,Cluster 1,49,19.96
ehahaoli-1,Cluster 8,122,73.90
ehagkpkn-1,Cluster 8,118,78.32
ehpcljki-1,Cluster 1,11,18.78
ehpidndm-1,Cluster 1,42,33.27
ehanpodi-1,Cluster 1,43,34.94
egjdjkpn-1,Cluster 2,127,76.50
ehbacpjp-1,Cluster 1,111,51.98
egjcckhb-1,Cluster 8,101,52.75
ehpalfhn-1,Cluster 3,65,37.00
ehpfpiam-1,Cluster 3,63,37.70
ehpaebpn-1,Cluster 3,72,42.05
ehpijppg-1,Cluster 6,49,32.61
egjdoefj-1,Cluster 23,98,69.01
egjcclge-1,Cluster 13,84,55.97
ehopaood-1,Cluster 1,49,34.16
ehpehggj-1,Cluster 2,51,38.78
eholdekg-1,Cluster 2,161,63.51
ehogjmjc-1,Cluster 8,115,63.05
ehoojcap-1,Cluster 8,57,54.88
eholmijm-1,Cluster 8,28,23.15
ehobaokb-1,Cluster 8,34,16.96
ehoilaii-1,Cluster 8,43,32.73
ehodgmmf-1,Cluster 8,63,40.37
eholdaoi-1,Cluster 8,36,32.16
ehaimbgm-1,Cluster 2,246,113.83
ehaegagi-1,Cluster 23,87,53.75
ehanhhch-1,Cluster 8,134,89.86
ehongbpn-1,Cluster 2,114,48.32
ehohcfop-1,Cluster 8,57,34.00
ehoepbap-1,Cluster 8,73,35.01
eholcjlb-1,Cluster 8,27,13.94
ehoinoha-1,Cluster 8,91,38.73
ehocgfii-1,Cluster 8,176,63.85
eholfhmf-1,Cluster 8,37,23.79
ehoegmih-1,Cluster 8,162,76.82
ehoaoefn-1,Cluster 1,89,41.52
egecbcnj-1,Cluster 2,161,68.39
egeckdll-1,Cluster 24,82,45.63
eghobnff-1,Cluster 8,110,85.83
eghonfgh-1,Cluster 1,32,18.86
egiiojch-1,Cluster 2,138,70.11
eghcjidc-1,Cluster 1,42,27.24
egiidfno-1,Cluster 2,23,15.64
eginhfdf-1,Cluster 8,89,59.95
egimmlmm-1,Cluster 8,65,61.59
egioilda-1,Cluster 8,45,40.92
egkpackc-1,Cluster 1,51,43.45
edkeghkb-1,Cluster 8,89,77.63
egkfnhie-1,Cluster 1,30,20.30
egkkbejk-1,Cluster 8,97,83.93
egfofgle-1,Cluster 2,61,28.22
eggpmddb-1,Cluster 6,27,15.86
eggnfebj-1,Cluster 8,47,13.90
eggemlgi-1,Cluster 2,111,49.37
egfhmjnc-1,Cluster 12,148,60.76
eggndaeg-1,Cluster 2,78,33.00
eggjecbi-1,Cluster 2,31,14.85
eggabjjd-1,Cluster 3,95,39.86
egghejee-1,Cluster 2,92,46.04
eghbjoli-1,Cluster 8,49,32.46
egfepmin-1,Cluster 2,124,53.81
egfogiga-1,Cluster 3,143,48.37
egfjcjnk-1,Cluster 8,104,48.72
eggdlhdd-1,Cluster 3,70,41.99
egghghkm-1,Cluster 1,145,75.85
egieeman-1,Cluster 17,156,79.87
eghidldo-1,Cluster 8,141,79.13
egkcelgb-1,Cluster 13,101,73.42
egjefcag-1,Cluster 8,69,49.39
egjmcchb-1,Cluster 13,356,181.67
egjnmojo-1,Cluster 17,53,24.92
egejadig-1,Cluster 24,160,82.13
egebfiaa-1,Cluster 8,90,68.32
egebkgol-1,Cluster 24,163,102.71
egedodoh-1,Cluster 24,59,43.81
egfgecic-1,Cluster 12,151,70.38
egehhkla-1,Cluster 2,100,44.33
egelngdh-1,Cluster 2,50,23.97
egenokgd-1,Cluster 2,50,28.93
egflbkke-1,Cluster 8,23,10.11
ehekjejb-1,Cluster 8,40,22.02
ehekejgf-1,Cluster 6,116,124.83
egifmdif-1,Cluster 8,38,41.92
eggaaahh-1,Cluster 8,119,67.72
eghcggho-1,Cluster 1,108,63.87
eggkbfhp-1,Cluster 6,77,76.19
eghhblkh-1,Cluster 2,59,40.71
egfcjmim-1,Cluster 15,199,110.29
eggcncga-1,Cluster 2,108,55.42
egfdhbcf-1,Cluster 12,80,57.12
eggfmkkg-1,Cluster 2,133,52.11
eghbjbmf-1,Cluster 8,28,10.14
ehdopmno-1,Cluster 14,81,33.72
efpjcpak-1,Cluster 10,206,178.78
efplmpcc-1,Cluster 14,150,100.90
efphchhp-1,Cluster 14,147,123.31
efpjconi-1,Cluster 14,254,136.56
egbomkic-1,Cluster 6,133,78.42
egcckdcd-1,Cluster 2,56,79.09
eginpoec-1,Cluster 12,165,147.71
eheffffj-1,Cluster 3,260,129.39
egbpabcc-1,Cluster 3,100,116.35
ehedgabb-1,Cluster 8,101,42.77
ehedmamf-1,Cluster 3,150,88.31
ehegdkmc-1,Cluster 12,174,67.78
ehefhinp-1,Cluster 8,85,61.52
ehejcjkh-1,Cluster 8,57,29.18
egendpcc-1,Cluster 12,179,70.04
egegepge-1,Cluster 24,114,60.99
ehejgodo-1,Cluster 1,54,35.72
eheiebnk-1,Cluster 6,122,44.68
egeddiil-1,Cluster 2,83,40.42
ehedkfal-1,Cluster 10,100,49.65
ehcpndbk-1,Cluster 14,184,65.42
ehdnibgk-1,Cluster 14,254,140.17
ehdgbddd-1,Cluster 14,154,97.69
ehdjjdho-1,Cluster 14,162,91.58
ehdfdbdf-1,Cluster 10,21,8.38
ehdfmhfl-1,Cluster 14,175,116.35
eheccnoc-1,Cluster 10,63,52.47
ehdaogfa-1,Cluster 14,161,73.89
ehdbhach-1,Cluster 10,78,28.04
egiehlmi-1,Cluster 8,90,39.90
eghacaeo-1,Cluster 8,148,64.39
egelaoln-1,Cluster 2,105,60.00
eggfbmgn-1,Cluster 8,78,55.46
egjccggn-1,Cluster 8,81,50.20
egfdecnm-1,Cluster 8,101,52.45
egiiklph-1,Cluster 2,175,109.63
ehpgjefc-1,Cluster 3,110,55.19
egffkkll-1,Cluster 3,64,33.20
eghklflf-1,Cluster 8,133,89.06
egfnipeg-1,Cluster 6,99,52.30
eggaflbc-1,Cluster 8,230,130.51
egeedmni-1,Cluster 8,36,28.78
egflclhj-1,Cluster 8,41,60.73
eggfgcgo-1,Cluster 8,67,31.64
egenimgo-1,Cluster 2,70,34.07
egfdecmg-1,Cluster 2,30,9.90
egfinbpn-1,Cluster 3,56,38.85
egffcogh-1,Cluster 8,100,48.04
egflkfim-1,Cluster 6,106,47.59
egehhfhl-1,Cluster 2,122,69.14
egfbgmbb-1,Cluster 2,80,30.03
egelldoc-1,Cluster 2,67,32.56
eghjbobb-1,Cluster 1,110,58.79
egijcmho-1,Cluster 2,81,33.24
egifemll-1,Cluster 8,137,56.56
eghlbmce-1,Cluster 1,58,32.55
egilgghl-1,Cluster 8,110,41.51
eginlpae-1,Cluster 8,42,27.07
egionjdn-1,Cluster 6,104,54.27
ehobfkea-1,Cluster 8,142,60.59
egihekgg-1,Cluster 1,56,37.76
egiohofp-1,Cluster 8,42,29.83
ehoobnmd-1,Cluster 3,567,239.41
eggogapo-1,Cluster 1,112,73.98
eghhdneo-1,Cluster 15,17,8.40
eggjjfbo-1,Cluster 8,76,52.10
eghphbok-1,Cluster 15,43,21.73
egiaccfh-1,Cluster 8,203,72.42
eifaaajl-1,Cluster 6,102,45.16
eghjmlko-1,Cluster 8,55,22.13
eghiaeca-1,Cluster 1,41,38.21
eifcdcie-1,Cluster 8,60,37.76
ehcamjcl-1,Cluster 15,69,24.17
ehcmmmfp-1,Cluster 10,133,59.99
ehebodbo-1,Cluster 1,90,46.90
ehebkgaj-1,Cluster 8,124,112.16
ehefadom-1,Cluster 8,82,64.69
ehejjibe-1,Cluster 8,80,79.01
egfghhco-1,Cluster 8,52,26.80
eggaddab-1,Cluster 1,65,35.92
ehehoaod-1,Cluster 8,96,51.28
ehejdkbn-1,Cluster 8,29,16.29
ehefieop-1,Cluster 2,116,38.60
ehehlicn-1,Cluster 1,76,47.04
ehclacdk-1,Cluster 15,109,48.49
ehchobaf-1,Cluster 14,126,53.58
ehcomhmb-1,Cluster 10,66,26.83
ehcfodlc-1,Cluster 10,123,47.85
ehcbhiog-1,Cluster 15,66,25.82
ehcjbkek-1,Cluster 14,143,66.06
ehcbkona-1,Cluster 15,191,72.80
ehcmnoim-1,Cluster 14,47,19.76
ehcopepb-1,Cluster 10,68,41.45
eicdkoio-1,Cluster 15,136,86.92
eicoihlm-1,Cluster 8,59,71.03
ehemfgob-1,Cluster 14,121,89.10
eidcakld-1,Cluster 14,166,75.71
eginigho-1,Cluster 8,126,57.63
ehemcgkn-1,Cluster 12,230,81.39
egijiddj-1,Cluster 2,56,34.65
eginklbk-1,Cluster 8,28,13.79
egilbpie-1,Cluster 8,84,30.61
eghcnbag-1,Cluster 2,137,45.73
eidmmnnp-1,Cluster 8,141,44.50
eibhgpdm-1,Cluster 10,99,46.34
eibpchdg-1,Cluster 14,189,74.82
eibjmdce-1,Cluster 19,115,57.84
eicaaeha-1,Cluster 14,102,58.07
eiblblnf-1,Cluster 14,214,90.65
eicamheb-1,Cluster 14,140,65.50
eibinoie-1,Cluster 10,198,97.85
eicbncji-1,Cluster 10,155,105.11
eicdojha-1,Cluster 10,85,56.39
eimdccgo-1,Cluster 8,57,37.01
eihegfbb-1,Cluster 4,127,53.80
eimoikhf-1,Cluster 1,43,27.09
eiidlmbm-1,Cluster 1,131,78.72
eijbljjf-1,Cluster 3,115,60.57
eijaejhh-1,Cluster 15,204,91.08
eiikfphf-1,Cluster 2,116,57.29
eiilolfn-1,Cluster 15,54,22.40
eiigipfa-1,Cluster 8,75,34.77
eijeoofc-1,Cluster 1,128,80.59
eiienkgb-1,Cluster 1,66,36.59
eiiopfeg-1,Cluster 1,19,13.70
eijelgjf-1,Cluster 1,113,65.54
eiidbhna-1,Cluster 14,141,67.33
eiimlgio-1,Cluster 1,48,30.66
eiipjdif-1,Cluster 1,66,56.49
egmmhkhh-1,Cluster 2,171,97.84
egmlpkgb-1,Cluster 23,68,49.12
ehcakopf-1,Cluster 2,42,24.89
eiigghfm-1,Cluster 3,118,68.70
eiiknope-1,Cluster 2,39,26.59
eiiodlda-1,Cluster 2,59,44.81
eiidance-1,Cluster 14,109,63.86
eiilfjoc-1,Cluster 2,84,37.64
eijaemca-1,Cluster 8,109,50.74
eihfogge-1,Cluster 14,117,62.62
eihpmlga-1,Cluster 14,149,72.22
eiicmhpi-1,Cluster 10,92,38.71
eihmhgje-1,Cluster 14,112,78.66
eihkfojj-1,Cluster 14,108,76.95
eiickiip-1,Cluster 1,76,62.53
eihfikpf-1,Cluster 4,74,36.90
eihfgank-1,Cluster 10,45,26.60
eihemngm-1,Cluster 1,74,63.15
eihjheik-1,Cluster 10,45,44.28
eihoobpk-1,Cluster 14,190,98.77
eihnlcjm-1,Cluster 6,63,40.67
eiibbmhf-1,Cluster 2,21,11.47
eihoppjp-1,Cluster 8,56,24.40
eihigkho-1,Cluster 8,86,44.49
eiiaejoc-1,Cluster 2,116,42.53
eihikncj-1,Cluster 3,127,66.83
eiiakcom-1,Cluster 8,72,45.29
eiiacjio-1,Cluster 3,64,33.37
eihobpim-1,Cluster 14,66,34.51
eimjnnif-1,Cluster 1,82,52.74
eimlndci-1,Cluster 2,86,45.82
ehagedjb-1,Cluster 24,137,84.24
eimmocmc-1,Cluster 1,80,51.78
ehamhmbb-1,Cluster 2,100,55.30
ehapagcb-1,Cluster 8,96,73.31
eimohhjf-1,Cluster 23,72,60.04
ehbcgilb-1,Cluster 24,133,84.55
ehbikbca-1,Cluster 1,71,48.57
eimomakk-1,Cluster 2,81,35.51
ehblcimo-1,Cluster 1,121,70.05
eimkhlpb-1,Cluster 24,91,66.72
ehoaodkb-1,Cluster 8,95,58.49
eimnhedn-1,Cluster 8,156,72.32
ehnijkpn-1,Cluster 14,105,51.87
ehnllnig-1,Cluster 8,142,71.60
ehnpmlah-1,Cluster 8,58,36.28
ehnikdjl-1,Cluster 8,133,80.28
eimkmmkp-1,Cluster 2,110,63.57
ehnjcieg-1,Cluster 15,164,54.37
ehnpnoba-1,Cluster 8,151,62.30
eimnmabl-1,Cluster 1,109,46.96
eimjlkha-1,Cluster 2,244,111.08
eilgojaa-1,Cluster 2,28,17.98
eiknhoge-1,Cluster 14,114,62.43
eikknhaj-1,Cluster 8,66,33.97
eilmcjca-1,Cluster 8,83,36.95
eimhicmj-1,Cluster 8,102,63.17
eimhfcop-1,Cluster 8,109,61.23
eilkaido-1,Cluster 8,235,111.20
eilhjaco-1,Cluster 1,50,42.50
eimbiiel-1,Cluster 1,115,57.36
eikpojfj-1,Cluster 2,110,42.52
eillkogd-1,Cluster 14,111,61.17
eimdlmmo-1,Cluster 8,123,59.26
eilabgee-1,Cluster 14,186,84.85
eimamnmn-1,Cluster 15,60,27.63
eilfifcn-1,Cluster 14,173,91.54
eimfoefg-1,Cluster 8,93,68.06
